sender_entity_id,sender_entity_name,sender_entity_type,sender_risk_level,receiver_entity_id,receiver_entity_name,receiver_entity_type,receiver_risk_level,transaction_count,total_amount_usd,avg_amount_usd
ENT026,Christopher Becker,Vendor,High,ENT009,"Baker, Williams and Stevens",Company,High,2,19019.3,9509.65
ENT026,Christopher Becker,Vendor,High,ENT011,Stacey Ward,Client,Low,1,1145.55,1145.55
ENT026,Christopher Becker,Vendor,High,ENT013,Dr. Sharon James,Vendor,Low,1,1163.05,1163.05
ENT026,Christopher Becker,Vendor,High,ENT019,Andrew Stewart,Client,Low,2,16518.21,8259.1
ENT026,Christopher Becker,Vendor,High,ENT020,Thomas Bradley,Vendor,Medium,1,11193.43,11193.43
ENT026,Christopher Becker,Vendor,High,ENT021,Matthew Foster,Vendor,Low,1,10767.44,10767.44
ENT026,Christopher Becker,Vendor,High,ENT023,"Ryan, Burgess and Patterson",Company,Medium,1,10153.53,10153.53
ENT026,Christopher Becker,Vendor,High,ENT024,Cox-Osborn,Company,High,1,5673.11,5673.11
ENT026,Christopher Becker,Vendor,High,ENT028,Maddox-Valencia,Company,Low,1,3534.23,3534.23
ENT026,Christopher Becker,Vendor,High,ENT031,Moore-Smith,Company,Medium,5,26855.14,5371.03
ENT026,Christopher Becker,Vendor,High,ENT038,David Bradley,Individual,High,2,18000.33,9000.17
ENT026,Christopher Becker,Vendor,High,ENT040,Beth Keller,Client,Medium,1,2787.17,2787.17
ENT027,James Ferrell,Individual,High,ENT007,Moore-Bernard,Company,Low,1,11411.54,11411.54
ENT027,James Ferrell,Individual,High,ENT008,James Howard,Individual,Low,1,11046.43,11046.43
ENT027,James Ferrell,Individual,High,ENT009,"Baker, Williams and Stevens",Company,High,1,651.39,651.39
ENT027,James Ferrell,Individual,High,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,6331.01,6331.01
ENT027,James Ferrell,Individual,High,ENT020,Thomas Bradley,Vendor,Medium,1,9065.61,9065.61
ENT027,James Ferrell,Individual,High,ENT022,Brenda Taylor,Client,High,1,6368.09,6368.09
ENT027,James Ferrell,Individual,High,ENT024,Cox-Osborn,Company,High,1,14893.03,14893.03
ENT027,James Ferrell,Individual,High,ENT026,Christopher Becker,Vendor,High,2,7239.48,3619.74
ENT027,James Ferrell,Individual,High,ENT031,Moore-Smith,Company,Medium,1,6980.02,6980.02
ENT027,James Ferrell,Individual,High,ENT035,Troy Nielsen,Individual,High,1,9936.52,9936.52
ENT027,James Ferrell,Individual,High,ENT038,David Bradley,Individual,High,2,16990.06,8495.03
ENT027,James Ferrell,Individual,High,ENT040,Beth Keller,Client,Medium,2,20559.31,10279.65
ENT028,Maddox-Valencia,Company,Low,ENT002,Megan Mcclain,Vendor,Low,1,935.86,935.86
ENT028,Maddox-Valencia,Company,Low,ENT006,Robert Wolfe,Client,Low,2,21554.58,10777.29
ENT028,Maddox-Valencia,Company,Low,ENT007,Moore-Bernard,Company,Low,2,16897.33,8448.67
ENT028,Maddox-Valencia,Company,Low,ENT008,James Howard,Individual,Low,1,2053.96,2053.96
ENT028,Maddox-Valencia,Company,Low,ENT009,"Baker, Williams and Stevens",Company,High,1,7043.75,7043.75
ENT028,Maddox-Valencia,Company,Low,ENT016,Carolyn Daniel,Vendor,Low,2,14243.68,7121.84
ENT028,Maddox-Valencia,Company,Low,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,5244.94,5244.94
ENT028,Maddox-Valencia,Company,Low,ENT020,Thomas Bradley,Vendor,Medium,2,19343.52,9671.76
ENT028,Maddox-Valencia,Company,Low,ENT022,Brenda Taylor,Client,High,1,10843.42,10843.42
ENT028,Maddox-Valencia,Company,Low,ENT025,Ann Williams,Vendor,High,1,5102.07,5102.07
ENT028,Maddox-Valencia,Company,Low,ENT028,Maddox-Valencia,Company,Low,1,4477.86,4477.86
ENT028,Maddox-Valencia,Company,Low,ENT032,Deborah Mason,Vendor,Medium,1,3342.71,3342.71
ENT028,Maddox-Valencia,Company,Low,ENT035,Troy Nielsen,Individual,High,3,20660.05,6886.68
ENT028,Maddox-Valencia,Company,Low,ENT038,David Bradley,Individual,High,2,15708.58,7854.29
ENT028,Maddox-Valencia,Company,Low,ENT039,John Jones,Individual,Low,2,931.47,465.74
ENT029,Ashley Dyer,Individual,Medium,ENT017,Devin Schaefer,Individual,Medium,1,13120.43,13120.43
ENT029,Ashley Dyer,Individual,Medium,ENT019,Andrew Stewart,Client,Low,1,11608.57,11608.57
ENT029,Ashley Dyer,Individual,Medium,ENT028,Maddox-Valencia,Company,Low,1,6646.34,6646.34
ENT029,Ashley Dyer,Individual,Medium,ENT033,Ashley Garrett,Vendor,Low,1,14818.69,14818.69
ENT029,Ashley Dyer,Individual,Medium,ENT036,Fred Smith,Vendor,High,1,11404.16,11404.16
ENT029,Ashley Dyer,Individual,Medium,ENT037,Koch-Decker,Company,High,1,8325.89,8325.89
ENT030,Mack-Peterson,Company,Low,ENT002,Megan Mcclain,Vendor,Low,1,9302.71,9302.71
ENT030,Mack-Peterson,Company,Low,ENT005,"Barnes, Cole and Ramirez",Company,High,1,1391.09,1391.09
ENT030,Mack-Peterson,Company,Low,ENT015,Mia Sutton,Client,Medium,1,3013.6,3013.6
ENT030,Mack-Peterson,Company,Low,ENT023,"Ryan, Burgess and Patterson",Company,Medium,1,5760.12,5760.12
ENT030,Mack-Peterson,Company,Low,ENT028,Maddox-Valencia,Company,Low,1,3906.39,3906.39
ENT030,Mack-Peterson,Company,Low,ENT031,Moore-Smith,Company,Medium,1,6736.41,6736.41
ENT030,Mack-Peterson,Company,Low,ENT035,Troy Nielsen,Individual,High,1,7975.56,7975.56
ENT031,Moore-Smith,Company,Medium,ENT001,"Rodriguez, Figueroa and Sanchez",Company,Low,1,14142.56,14142.56
ENT031,Moore-Smith,Company,Medium,ENT002,Megan Mcclain,Vendor,Low,2,6802.92,3401.46
ENT031,Moore-Smith,Company,Medium,ENT009,"Baker, Williams and Stevens",Company,High,1,457.32,457.32
ENT031,Moore-Smith,Company,Medium,ENT014,Holly Wood,Individual,High,1,13045.37,13045.37
ENT031,Moore-Smith,Company,Medium,ENT020,Thomas Bradley,Vendor,Medium,2,5433.17,2716.58
ENT031,Moore-Smith,Company,Medium,ENT022,Brenda Taylor,Client,High,1,8418.3,8418.3
ENT031,Moore-Smith,Company,Medium,ENT028,Maddox-Valencia,Company,Low,2,10218.26,5109.13
ENT031,Moore-Smith,Company,Medium,ENT033,Ashley Garrett,Vendor,Low,1,5820.14,5820.14
ENT031,Moore-Smith,Company,Medium,ENT035,Troy Nielsen,Individual,High,1,9827.75,9827.75
ENT031,Moore-Smith,Company,Medium,ENT037,Koch-Decker,Company,High,1,2168.19,2168.19
ENT031,Moore-Smith,Company,Medium,ENT038,David Bradley,Individual,High,3,27935.05,9311.68
ENT031,Moore-Smith,Company,Medium,ENT039,John Jones,Individual,Low,1,6136.54,6136.54
ENT031,Moore-Smith,Company,Medium,ENT040,Beth Keller,Client,Medium,1,8195.02,8195.02
ENT032,Deborah Mason,Vendor,Medium,ENT001,"Rodriguez, Figueroa and Sanchez",Company,Low,1,9873.46,9873.46
ENT032,Deborah Mason,Vendor,Medium,ENT005,"Barnes, Cole and Ramirez",Company,High,1,12475.08,12475.08
ENT032,Deborah Mason,Vendor,Medium,ENT006,Robert Wolfe,Client,Low,1,4673.36,4673.36
ENT032,Deborah Mason,Vendor,Medium,ENT011,Stacey Ward,Client,Low,1,12469.92,12469.92
ENT032,Deborah Mason,Vendor,Medium,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,6246.97,6246.97
ENT032,Deborah Mason,Vendor,Medium,ENT019,Andrew Stewart,Client,Low,1,3531.57,3531.57
ENT032,Deborah Mason,Vendor,Medium,ENT023,"Ryan, Burgess and Patterson",Company,Medium,1,298.0,298.0
ENT032,Deborah Mason,Vendor,Medium,ENT027,James Ferrell,Individual,High,1,6865.56,6865.56
ENT032,Deborah Mason,Vendor,Medium,ENT031,Moore-Smith,Company,Medium,1,3785.54,3785.54
ENT032,Deborah Mason,Vendor,Medium,ENT032,Deborah Mason,Vendor,Medium,1,7996.79,7996.79
ENT032,Deborah Mason,Vendor,Medium,ENT033,Ashley Garrett,Vendor,Low,2,14675.4,7337.7
ENT032,Deborah Mason,Vendor,Medium,ENT035,Troy Nielsen,Individual,High,1,7419.58,7419.58
ENT032,Deborah Mason,Vendor,Medium,ENT039,John Jones,Individual,Low,1,13809.8,13809.8
ENT033,Ashley Garrett,Vendor,Low,ENT003,Amanda Davis,Individual,Low,1,3465.75,3465.75
ENT033,Ashley Garrett,Vendor,Low,ENT009,"Baker, Williams and Stevens",Company,High,1,4293.82,4293.82
ENT033,Ashley Garrett,Vendor,Low,ENT013,Dr. Sharon James,Vendor,Low,1,1307.05,1307.05
ENT033,Ashley Garrett,Vendor,Low,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,8047.68,8047.68
ENT033,Ashley Garrett,Vendor,Low,ENT023,"Ryan, Burgess and Patterson",Company,Medium,1,1194.59,1194.59
ENT033,Ashley Garrett,Vendor,Low,ENT028,Maddox-Valencia,Company,Low,1,164.07,164.07
ENT033,Ashley Garrett,Vendor,Low,ENT031,Moore-Smith,Company,Medium,1,5240.8,5240.8
ENT033,Ashley Garrett,Vendor,Low,ENT032,Deborah Mason,Vendor,Medium,1,13704.47,13704.47
ENT034,Lisa Hernandez,Vendor,Medium,ENT002,Megan Mcclain,Vendor,Low,1,13700.62,13700.62
ENT034,Lisa Hernandez,Vendor,Medium,ENT012,Amber Perez,Client,High,1,5502.75,5502.75
ENT034,Lisa Hernandez,Vendor,Medium,ENT015,Mia Sutton,Client,Medium,1,7600.62,7600.62
ENT034,Lisa Hernandez,Vendor,Medium,ENT021,Matthew Foster,Vendor,Low,1,14090.08,14090.08
ENT034,Lisa Hernandez,Vendor,Medium,ENT024,Cox-Osborn,Company,High,1,12354.82,12354.82
ENT034,Lisa Hernandez,Vendor,Medium,ENT027,James Ferrell,Individual,High,1,9931.28,9931.28
ENT034,Lisa Hernandez,Vendor,Medium,ENT032,Deborah Mason,Vendor,Medium,1,13854.35,13854.35
ENT034,Lisa Hernandez,Vendor,Medium,ENT035,Troy Nielsen,Individual,High,1,12003.03,12003.03
ENT035,Troy Nielsen,Individual,High,ENT002,Megan Mcclain,Vendor,Low,1,14296.24,14296.24
ENT035,Troy Nielsen,Individual,High,ENT003,Amanda Davis,Individual,Low,1,11406.06,11406.06
ENT035,Troy Nielsen,Individual,High,ENT007,Moore-Bernard,Company,Low,1,8963.95,8963.95
ENT035,Troy Nielsen,Individual,High,ENT009,"Baker, Williams and Stevens",Company,High,1,9188.93,9188.93
ENT035,Troy Nielsen,Individual,High,ENT011,Stacey Ward,Client,Low,2,11100.01,5550.0
ENT035,Troy Nielsen,Individual,High,ENT012,Amber Perez,Client,High,2,18804.21,9402.1
ENT035,Troy Nielsen,Individual,High,ENT017,Devin Schaefer,Individual,Medium,1,13764.11,13764.11
ENT035,Troy Nielsen,Individual,High,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,12384.04,12384.04
ENT035,Troy Nielsen,Individual,High,ENT020,Thomas Bradley,Vendor,Medium,1,14971.89,14971.89
ENT035,Troy Nielsen,Individual,High,ENT021,Matthew Foster,Vendor,Low,1,5773.1,5773.1
ENT035,Troy Nielsen,Individual,High,ENT026,Christopher Becker,Vendor,High,1,14517.6,14517.6
ENT035,Troy Nielsen,Individual,High,ENT027,James Ferrell,Individual,High,1,3387.12,3387.12
ENT035,Troy Nielsen,Individual,High,ENT031,Moore-Smith,Company,Medium,2,3508.21,1754.1
ENT035,Troy Nielsen,Individual,High,ENT032,Deborah Mason,Vendor,Medium,3,10908.09,3636.03
ENT035,Troy Nielsen,Individual,High,ENT035,Troy Nielsen,Individual,High,1,4373.18,4373.18
ENT036,Fred Smith,Vendor,High,ENT002,Megan Mcclain,Vendor,Low,1,9086.3,9086.3
ENT036,Fred Smith,Vendor,High,ENT003,Amanda Davis,Individual,Low,1,12382.91,12382.91
ENT036,Fred Smith,Vendor,High,ENT004,"Guzman, Hoffman and Baldwin",Company,High,1,13661.49,13661.49
ENT036,Fred Smith,Vendor,High,ENT013,Dr. Sharon James,Vendor,Low,1,3839.47,3839.47
ENT036,Fred Smith,Vendor,High,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,9775.67,9775.67
ENT036,Fred Smith,Vendor,High,ENT019,Andrew Stewart,Client,Low,2,8354.8,4177.4
ENT036,Fred Smith,Vendor,High,ENT022,Brenda Taylor,Client,High,1,7995.9,7995.9
ENT036,Fred Smith,Vendor,High,ENT025,Ann Williams,Vendor,High,1,6360.01,6360.01
ENT036,Fred Smith,Vendor,High,ENT027,James Ferrell,Individual,High,1,2830.03,2830.03
ENT036,Fred Smith,Vendor,High,ENT033,Ashley Garrett,Vendor,Low,1,2564.5,2564.5
ENT036,Fred Smith,Vendor,High,ENT035,Troy Nielsen,Individual,High,1,5710.92,5710.92
ENT036,Fred Smith,Vendor,High,ENT038,David Bradley,Individual,High,1,14263.02,14263.02
ENT036,Fred Smith,Vendor,High,ENT039,John Jones,Individual,Low,1,926.95,926.95
ENT037,Koch-Decker,Company,High,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,597.9,597.9
ENT037,Koch-Decker,Company,High,ENT021,Matthew Foster,Vendor,Low,1,2022.81,2022.81
ENT037,Koch-Decker,Company,High,ENT027,James Ferrell,Individual,High,1,9530.9,9530.9
ENT038,David Bradley,Individual,High,ENT004,"Guzman, Hoffman and Baldwin",Company,High,1,11843.67,11843.67
ENT038,David Bradley,Individual,High,ENT009,"Baker, Williams and Stevens",Company,High,1,11948.5,11948.5
ENT038,David Bradley,Individual,High,ENT014,Holly Wood,Individual,High,1,5964.57,5964.57
ENT038,David Bradley,Individual,High,ENT015,Mia Sutton,Client,Medium,1,132.68,132.68
ENT038,David Bradley,Individual,High,ENT018,"Robinson, Nguyen and Tate",Company,Low,1,458.57,458.57
ENT038,David Bradley,Individual,High,ENT020,Thomas Bradley,Vendor,Medium,1,5290.9,5290.9
ENT038,David Bradley,Individual,High,ENT022,Brenda Taylor,Client,High,1,3304.59,3304.59
ENT038,David Bradley,Individual,High,ENT027,James Ferrell,Individual,High,1,2520.51,2520.51
ENT038,David Bradley,Individual,High,ENT037,Koch-Decker,Company,High,1,2334.06,2334.06
ENT038,David Bradley,Individual,High,ENT038,David Bradley,Individual,High,1,11866.34,11866.34
ENT039,John Jones,Individual,Low,ENT002,Megan Mcclain,Vendor,Low,1,3628.98,3628.98
ENT039,John Jones,Individual,Low,ENT004,"Guzman, Hoffman and Baldwin",Company,High,1,10117.68,10117.68
ENT039,John Jones,Individual,Low,ENT007,Moore-Bernard,Company,Low,1,6302.89,6302.89
ENT039,John Jones,Individual,Low,ENT011,Stacey Ward,Client,Low,1,13888.31,13888.31
ENT039,John Jones,Individual,Low,ENT012,Amber Perez,Client,High,1,12210.73,12210.73
ENT039,John Jones,Individual,Low,ENT013,Dr. Sharon James,Vendor,Low,1,6757.39,6757.39
ENT039,John Jones,Individual,Low,ENT024,Cox-Osborn,Company,High,1,12066.05,12066.05
ENT039,John Jones,Individual,Low,ENT026,Christopher Becker,Vendor,High,1,8815.4,8815.4
ENT039,John Jones,Individual,Low,ENT032,Deborah Mason,Vendor,Medium,1,6415.44,6415.44
ENT039,John Jones,Individual,Low,ENT033,Ashley Garrett,Vendor,Low,1,142.15,142.15
ENT039,John Jones,Individual,Low,ENT034,Lisa Hernandez,Vendor,Medium,1,11625.26,11625.26
ENT039,John Jones,Individual,Low,ENT036,Fred Smith,Vendor,High,1,4531.72,4531.72
ENT039,John Jones,Individual,Low,ENT038,David Bradley,Individual,High,1,849.05,849.05
ENT040,Beth Keller,Client,Medium,ENT002,Megan Mcclain,Vendor,Low,1,8963.72,8963.72
ENT040,Beth Keller,Client,Medium,ENT017,Devin Schaefer,Individual,Medium,1,4137.1,4137.1
ENT040,Beth Keller,Client,Medium,ENT019,Andrew Stewart,Client,Low,3,24825.37,8275.12
ENT040,Beth Keller,Client,Medium,ENT020,Thomas Bradley,Vendor,Medium,2,13182.27,6591.14
ENT040,Beth Keller,Client,Medium,ENT027,James Ferrell,Individual,High,1,4360.49,4360.49
ENT040,Beth Keller,Client,Medium,ENT028,Maddox-Valencia,Company,Low,1,10616.95,10616.95
ENT040,Beth Keller,Client,Medium,ENT031,Moore-Smith,Company,Medium,2,27606.19,13803.1
ENT040,Beth Keller,Client,Medium,ENT032,Deborah Mason,Vendor,Medium,1,11512.47,11512.47
ENT040,Beth Keller,Client,Medium,ENT034,Lisa Hernandez,Vendor,Medium,1,8076.39,8076.39
ENT040,Beth Keller,Client,Medium,ENT038,David Bradley,Individual,High,1,14567.12,14567.12
